filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image482,Blue Word “45”,@surreal_world,"Budapest, Hungary",toilet,2,Before the big storm,-,0.55,-,a blue with the word 45 % written on it,blue; word; integer; iii; numeric; ist; number; ips; numerical; minimum,0.7481; 0.6953; 0.2779; 0.2769; 0.2762; 0.2746; 0.2727; 0.2717; 0.2705; 0.27,melancholic,-
image485,Leaf and Book,@depth_of_field,"Pingyao, China",balcony at sunset,14,Halloween night,☕,0.65,-,"a leaf, a book, and a of",book; leaves; leaf; pine; cedar; materials; vegetation; plants; plant,0.7203; 0.2784; 0.2758; 0.2712; 0.2648; 0.2616; 0.2604; 0.2591; 0.2581,serene,-
image486,Person’s Hand Holding Doll,@surface_tension,"Bariloche, Argentina",by the fireplace,13,04/07/11,🍷,0.98,-,a person's hand holding a doll,hand; person; doll; sewing; process; fabrics; wrap; crafts; thread; fabric,0.7127; 0.6881; 0.6753; 0.2481; 0.2447; 0.2439; 0.2426; 0.2424; 0.2421; 0.2406,neutral,-
image487,Ornate Design Inside,@aurora_borealis,"Valparaíso, Chile",school hallway,5,Winter break,☀️,0.63,-,an ornate design on the inside of a book,design; book; inside; menus; encyclopedia; menu; hardcover; bookmarks; brochure; isbn; glossary,0.7379; 0.7346; 0.7269; 0.2764; 0.2672; 0.2651; 0.2623; 0.2619; 0.2617; 0.2581; 0.2579,mysterious,-
image488,Two People Holding Fish,@cyan_sky,"Siwa Oasis, Egypt",hotel balcony,28,My last day at work,☀️,0.81,-,two people holding fish,fisheries; fishing; fish; mobiles; seafood; vendors; handhelds; phones,0.2942; 0.2937; 0.2839; 0.2754; 0.2735; 0.2734; 0.2686; 0.2683,mysterious,-
image489,Two Birds Facing Each Other,@concrete_dreams,"Kyoto, Japan",metro station,8,The day we met,🍷,0.72,-,two birds facing each other,birds; thanksgiving; poultry; chicken; cock; turkey; reconstruction; hand; greeting,0.7477; 0.2859; 0.2789; 0.276; 0.2752; 0.2749; 0.2698; 0.2682; 0.2671,serene,-
image490,Ship in Fog,@nebula_dream,"Zanzibar, Tanzania",mountain lookout,19,My last day at work,🍝,1.0,-,a ship in the fog,fog; sail; ship; boat; harbor; sailing; ships; boats; navigation,0.7724; 0.2902; 0.2881; 0.2848; 0.2848; 0.2839; 0.2812; 0.2782; 0.278,mysterious,-
image491,Cicada,@chrysoprase_meadow,"Rome, Italy",hotel balcony,28,21/09/99,🌙,0.87,-,a of a cicada on a of,cicada; insects; bugs; species; verzeichnis; bee; bug; reconstruction; ant,0.8175; 0.2847; 0.2653; 0.263; 0.2624; 0.262; 0.2605; 0.2586; 0.2581,mysterious,-
image492,Cicada on Tree Branch,@tanzanite_night,"Vancouver, Canada",library window,30,-,-,-,Created while listening to a podcast about cults,a cicada on a tree branch,cicada; branch; tree; insects; bugs; wing; reconstruction; wings; fly; butterfly; restoration,0.8039; 0.7376; 0.7192; 0.2856; 0.2751; 0.2724; 0.2693; 0.269; 0.2684; 0.2673; 0.2641,mysterious,Created while listening to a podcast about cults
image493,Pencil Drawing of Old Typewriter,@found_poetry,"Takayama, Japan",in bed at midnight,38,The day the power went out,🍷,0.87,-,a pencil of an old typewriter,typewriter; writer; write; letter; mechanical; italic; correspondence; computer; letters,0.8504; 0.2963; 0.292; 0.2899; 0.2859; 0.2826; 0.2826; 0.2813; 0.2805,mysterious,-
image494,Axes with Handle,@lime_light,"Barcelona, Spain",empty classroom,32,Just before sunrise,☀️,-,-,the axe's handle and the tip of the blade,axe; handle; blade; tip; hammer; instrument; sword; weapon; reconstruction; prototype; stick; guitar,0.819; 0.7685; 0.7578; 0.7308; 0.2947; 0.2929; 0.2868; 0.2843; 0.2824; 0.2792; 0.2776; 0.2747,neutral,-
image495,Cactus,@obsidian_void,"Lisbon, Portugal",seashore rocks,27,Summer solstice,🌙,0.77,-,a of a cactus,cactus; plant; arizona; aaa; tucson; wall; plants; desert; artistic,0.8383; 0.2838; 0.2833; 0.2792; 0.2762; 0.2757; 0.2729; 0.2729; 0.2725,neutral,-
image496,Succulents in Pot,@timeless_echo,"Paris, France",rain-soaked café,16,Third week of lockdown,🍷,0.54,-,a of succulents in a pot,succulents; pot; plants; salad; plant,0.8145; 0.7935; 0.313; 0.3062; 0.3026,neutral,-
image497,White Wall,@wandering_soul,"Goa, India",library window,30,04/07/11,🌙,0.92,-,a on a white wall,wall; abstracts; acrylic; cross; abstract; threshold; undertaken; installation,0.7266; 0.2597; 0.2538; 0.2531; 0.252; 0.2517; 0.2509; 0.2505,neutral,-
image498,T‑Shirt Hanging,@garnet_sun,"Ubud, Indonesia",seashore rocks,27,The hottest day of the year,🍷,0.88,-,a t - shirt hanging on a clothesline,clothesline; shirt; cloth; bag; laundry; folding; dryer; clothes; clothing; underwear,0.8134; 0.7574; 0.2946; 0.2924; 0.2919; 0.2876; 0.2858; 0.2849; 0.2819; 0.2817,neutral,-
image499,Wristwatch,@expressive_heart,"Kathmandu, Nepal",empty classroom,32,One rainy afternoon,🌙,0.62,-,a of a wristwatch,wristwatch; watches; watch; time; clock; casio; gmt; minute; timer,0.7963; 0.2794; 0.2733; 0.2661; 0.257; 0.2568; 0.2563; 0.2559; 0.2524,serene,-
image5,Boy Holding Frog,@spiritual_journey,"Haifa, Israel",desert roadside,18,One rainy afternoon,🍷,0.55,-,a boy holding a frog,boy; madagascar; nathan; frog; monkey; verde; character; characters; marco,0.7374; 0.255; 0.253; 0.2525; 0.25; 0.2488; 0.2481; 0.2476; 0.2475,serene,-
image500,Frog with Large Eyes,@quiet_night,"Oaxaca, Mexico",desert roadside,18,Last June,🍷,0.52,-,a of a frog with large eyes,eyes; madagascar; endangered; restoration; frog; broad; mardi; adolescent; head,0.6828; 0.2715; 0.2645; 0.2591; 0.2539; 0.2527; 0.2513; 0.2505; 0.2483,warm,-
image501,Skull in Purple and Blue,@inside_out,"Valparaíso, Chile",on the rooftop,37,Full moon in March,🍷,0.9,-,a skull in purple and blue colors,skull; purple; colors; bone; bones; rendered; practice; study; preliminary; teeth,0.7962; 0.7676; 0.7512; 0.2811; 0.2793; 0.2788; 0.2767; 0.2761; 0.276; 0.2719,cool,-
image502,Plate with Food and Fork,@calm_ocean,"Barcelona, Spain",by the fireplace,13,15/05/23,☀️,0.94,-,a plate of food with a fork and knife,plate; fork; food; knife; python; yarn; worm; turtle; snake; oval; pasta; vegetable,0.7618; 0.7501; 0.7483; 0.7394; 0.2807; 0.2781; 0.2772; 0.2767; 0.2749; 0.2707; 0.2694; 0.2694,neutral,-
image503,"Palm Tree, Rock, and Beach",@artistic_soul,"Paris, France",school hallway,5,Midnight in April,☕,0.96,Crafted this when the power went out under candlelight,"a palm tree, a rock, and a beach",tree; beach; rock; palm; branch; island; restoration; islands; barbados; isle; reconstruction,0.7647; 0.7453; 0.7128; 0.2901; 0.2763; 0.2737; 0.272; 0.2712; 0.2688; 0.2677; 0.2676,neutral,Crafted this when the power went out under candlelight
image504,Black and White Woman,@mood_swing,"Montreal, Canada",beach,3,The hottest day of the year,☀️,0.53,-,a black and white of a woman with her head in the air,air; head; tribal; anxiety; disorder; organisms; acid; chaos; entities; meditation,0.7449; 0.7398; 0.2909; 0.2895; 0.2885; 0.2855; 0.284; 0.2836; 0.2834; 0.2834,neutral,-
image505,Cat with Its Mouth Open,@coral_reef,"Pingyao, China",backstage dressing room,25,Early morning in August,🍝,0.75,-,a of a cat with its mouth open,attempts; expressions; faces; teeth; reactions; mouth; smilies,0.2881; 0.2875; 0.2874; 0.2857; 0.2773; 0.2751; 0.2684,neutral,-
image506,Chocolate and Chopsticks,@zircon_spark,"Safed, Israel",market square,21,Summer solstice,☕,0.81,-,chocolate and chopsticks,chopsticks; chocolate; bread; sticks; raid; cake; cakes; defense; desert; defence,0.7822; 0.7697; 0.2835; 0.2818; 0.2803; 0.2772; 0.2763; 0.2752; 0.2747; 0.2717,mysterious,-
image507,Object in Frame,@silver_lining,"Safed, Israel",bus seat,7,Summer solstice,-,-,-,an object in a frame,object; frame; columns; rendered; portal; bone; cad; capital; cup; calcium,0.7589; 0.7366; 0.2743; 0.2741; 0.2737; 0.2728; 0.2727; 0.2709; 0.2691; 0.2687,warm,-
image508,Three People Sitting on Blanket,-,"Oaxaca, Mexico",kitchen table,11,04/07/11,🌙,0.82,-,three people sitting on a blanket in front of a sunset,blanket; sunset; front; camping; picnic; yoga; polo; aol; tent; wrestling; camp,0.7412; 0.7341; 0.7054; 0.2815; 0.2776; 0.2689; 0.2677; 0.2675; 0.2646; 0.2632; 0.2631,serene,-
image509,Man Sitting on Floor,@velvet_storm,"Rome, Italy",office desk corner,6,Winter of '98,🍝,0.82,-,a man sitting on the floor with a cup of coffee in front of him,cup; coffee; floor; conversation; beer; cocktail; drinking; feb; japanese,0.7708; 0.769; 0.732; 0.2792; 0.2782; 0.276; 0.2739; 0.2738; 0.2731,neutral,-
image510,Black and White Man,@mystic_fog,"Pingyao, China",kitchen table,11,The day we met,☕,0.54,-,a black and white of a man in a hat,hat; mime; thumbs; revisions; thumbzilla; annotation; finger; thumb,0.7492; 0.2715; 0.2673; 0.2615; 0.2613; 0.2606; 0.2599; 0.2583,neutral,-
image511,Man in Blue Shirt,@brown_bear,"Safed, Israel",train window seat,22,Third week of lockdown,☕,0.73,-,a of a man in a blue shirt,blue; shirt; process; preliminary; acrylic; prisoner; finishing; becoming; seller; oils,0.7347; 0.6901; 0.2697; 0.2678; 0.2614; 0.2592; 0.2589; 0.2569; 0.2555; 0.2555,melancholic,-
image512,Large Mound in Middle,@pearl_moon,"Samarkand, Uzbekistan",forest clearing,35,First snow of 2012,🌙,0.74,-,a large mound in the middle of a forest,mound; middle; forest; dome; memorial; grave; japan; cemetery; concrete; stone; temple,0.7571; 0.7079; 0.6875; 0.2639; 0.2615; 0.2583; 0.2527; 0.2489; 0.2461; 0.2441; 0.2434,neutral,-
image513,Blue Laptop on White Surface,@solar_flare,"Amsterdam, Netherlands",train window seat,22,Just before sunrise,☕,0.87,-,a blue laptop on a white surface,surface; laptop,0.7458; 0.303,melancholic,-
image514,Work by Jojo Gilberto,@moon_phase,"Acre, Israel",-,1,Before the big storm,🌙,0.75,-,the work of jojo gilberto,gilberto; work; jojo; going; instrumental; cookbook; gasoline; lyrics; song; locally; tunes,0.6758; 0.6753; 0.6416; 0.2324; 0.2317; 0.2265; 0.2255; 0.2253; 0.2247; 0.2244; 0.2243,mysterious,-
image515,Woman in Hat,@quiet_night,"Paris, France",library window,30,Middle of summer,🌙,0.91,-,a of a woman in a hat,hat; telephone; reader; pocket; girl; ink; tiny; miniature; librarian,0.7572; 0.2805; 0.2699; 0.2699; 0.2692; 0.2684; 0.2675; 0.2665; 0.2663,neutral,-
image516,Person Lying on Ground,@comet_trail,"Hallstatt, Austria",balcony at sunset,14,One rainy afternoon,☕,-,-,a of a person lying on the ground,person; ground; falling; animation; fell; mechanics; die; dive; horizontal,0.7548; 0.7192; 0.2763; 0.2667; 0.2667; 0.2624; 0.2615; 0.2603; 0.2596,neutral,-
image517,Yellow and White Geometric Pattern,@topaz_star,"Marrakesh, Morocco",abandoned warehouse,17,On my sister's wedding day,☕,0.81,-,a yellow and white geometric pattern,geometric; pattern; yellow; patterns; dot; defense; fabric; textile; tile,0.7475; 0.2853; 0.2745; 0.2734; 0.2685; 0.2682; 0.2631; 0.2618; 0.2598,sharp,-
image518,Pair of Spiral Galaxies,@nebula_dream,"Prague, Czech Republic",metro station,8,Early morning in August,-,0.76,-,a pair of spiral galaxies in the night sky,galaxies; pair; sky; night; cluster; astronomy; clusters; galaxy; space; universe; composite; convergence,0.7933; 0.7184; 0.6947; 0.6897; 0.2701; 0.2627; 0.2603; 0.2603; 0.2534; 0.2504; 0.247; 0.246,neutral,-
image519,Circular Metal Plate,@red_velvet,"Rome, Italy",metro station,8,Worst birthday I've ever had,☕,0.55,-,a circular metal plate on the ground,metal; ground; plate; drainage; drain; valve; circular; bearing; debian; concrete; holes,0.7372; 0.7371; 0.7217; 0.2735; 0.2729; 0.266; 0.2655; 0.2638; 0.2592; 0.2574; 0.2572,neutral,-
image520,Circular Structure in Middle,@heliodor_sun,"Masada, Israel",under the old oak tree,15,The festival weekend,🌙,0.81,-,a circular structure in the middle of a field,structure; middle; field; radar; detector; circular; basin; radius; circle; barrel; colony,0.7225; 0.7153; 0.7109; 0.2697; 0.2685; 0.2535; 0.2535; 0.2534; 0.2509; 0.2496; 0.2492,serene,-
image521,Three Dogs and One Puppy,@lunar_tide,"Fez, Morocco",backstage dressing room,25,31/12/07,🍝,0.98,-,three dogs and one dog laying on the ground,dog; dogs; ground; cats; loss; animals; mice; tigers; rabbit,0.7476; 0.7464; 0.721; 0.2807; 0.2761; 0.2703; 0.2668; 0.2645; 0.264,serene,-
image522,Silhouette of Dog Walking,@deep_thoughts,"Amsterdam, Netherlands",bar counter,9,Winter of '98,☀️,0.67,-,the silhouette of a dog walking on a grey,dog; silhouette; grey; horse,0.7628; 0.7387; 0.7231; 0.3045,mysterious,-
image523,Two People Standing Next to Each Other,@jade_garden,"Toronto, Canada",under the old oak tree,15,Winter break,🍷,0.64,-,two people standing next to each other,heads; duo; couple; bodies; improvement; duplicate; characters; person,0.2761; 0.2753; 0.2752; 0.2745; 0.2711; 0.2704; 0.2694; 0.269,neutral,-
image524,Nude Woman Sitting on Chair,@back_story,"Sapa, Vietnam",during traffic in my car,10,The day we met,-,0.9,-,a nude woman sitting on a chair,chair; nudity; nude; nudist; naked; breast; shoulder; une,0.7329; 0.2744; 0.2717; 0.271; 0.2629; 0.2626; 0.2623; 0.2612,neutral,-
image525,Stamp with Two Doves,@surreal_world,"Chefchaouen, Morocco",mountain lookout,19,New Year's Eve 2010,-,0.69,-,a stamp with two doves on it,stamp; doves; flyer; card; poster; brochure; label; postcard; advertisement; belarus,0.7606; 0.7314; 0.2835; 0.282; 0.2807; 0.28; 0.2797; 0.2781; 0.2764; 0.2752,serene,-
image526,Bronze Plaque with Head,@cyan_sky,"Marrakesh, Morocco",on the rooftop,37,New Year's Eve 2010,☀️,0.95,-,a bronze plaque with the head of a man,head; plaque; apollo; coin; medal; greek; alexander; mercury; roman; bronze,0.7238; 0.707; 0.2757; 0.2608; 0.2591; 0.2584; 0.2549; 0.2547; 0.2525; 0.2507,mysterious,-
image527,Group of Different People,@turquoise_sea,"Prague, Czech Republic",balcony at sunset,14,The day the power went out,🍝,0.66,-,a group of people in different poses,poses; perfume; animation; weblog; blog; persons; japan; groups; group,0.7407; 0.2725; 0.2665; 0.2621; 0.2594; 0.2594; 0.2592; 0.2587; 0.2579,serene,-
image528,Two Boys Standing Next to Each Other,@wandering_soul,"Cusco, Peru",bus seat,7,Worst birthday I've ever had,☀️,0.53,-,two boys standing next to each other,boys; sons; duo; fathers; markers; characters; dad; workers; visitors,0.7514; 0.2715; 0.27; 0.2691; 0.2685; 0.2648; 0.2647; 0.2624; 0.2617,serene,-
image529,Face of a Woman,@star_cluster,"Dead Sea, Israel",riverbank,20,The festival weekend,-,0.88,-,the face of a woman,face; faced; mask; rug; facial; sheet; cosmetic; pac,0.2682; 0.2677; 0.2631; 0.2617; 0.2604; 0.2599; 0.2599; 0.2599,mysterious,-
image530,Variety of Shapes and Colors,@sapphire_blue,"Budapest, Hungary",abandoned warehouse,17,Early spring 2005,🍝,0.62,-,"a variety of shapes, colors, and patterns",colors; shapes; patterns; variety; sequences; concentrations; phases; stamps; abstracts; modes,0.7269; 0.7197; 0.7185; 0.7029; 0.2521; 0.2474; 0.2422; 0.2404; 0.2386; 0.2385,serene,-
image531,Stack of Books,@soft_whisper,"Sapa, Vietnam",forest clearing,35,The week before moving out,☀️,0.63,-,a stack of books with the title storyteller presents sound of sunrise,storyteller; books; stack; title; hardcover; novel; novels; stories; paperback; planner; publisher; publication,0.7921; 0.7442; 0.7212; 0.691; 0.2773; 0.2664; 0.2647; 0.2636; 0.2628; 0.2598; 0.2597; 0.2585,mysterious,-
image532,Two People in a Boat,@back_story,"Montreal, Canada",in bed at midnight,38,Blue hour in January,🍝,0.75,-,two people in a boat,boat; boats; sailing; ship; boating; sail; ships; yacht,0.2946; 0.2872; 0.2781; 0.2779; 0.2765; 0.2697; 0.2632; 0.2631,serene,-
image533,Pink and Green Stars on Black,@purple_haze,"Amsterdam, Netherlands",beach,3,Third week of lockdown,🍝,0.84,-,"a pink green stars, and black stars",stars; pink; patrol; coral; organisms; verde; cell; wall; green; acid,0.7589; 0.7495; 0.282; 0.269; 0.2685; 0.2674; 0.2661; 0.2661; 0.2653; 0.2634,dark,-
image534,Building Number 6,@magenta_rose,"Mitzpe Ramon, Israel",school hallway,5,Just before sunrise,☕,0.6,-,an of a building with the number 6 on it,number; building; iii; minimum; cylinder; cartridge; section; verde; plan; radar,0.7487; 0.7308; 0.2608; 0.2607; 0.2606; 0.2603; 0.2591; 0.2588; 0.2587; 0.2573,serene,-
image535,Man and Dog,@undercurrent,"Valparaíso, Chile",dockside pier,34,Midsummer night,🍷,0.64,-,a of a man and a dog,dog; signature; vendor; detail; transcription; messenger; medieval; prototype,0.7366; 0.2696; 0.26; 0.2562; 0.2539; 0.2535; 0.2526; 0.252,mysterious,-
image536,Woman Walking Her Dog in Israel,@comet_trail,"Caesarea, Israel",secluded garden,23,On my sister's wedding day,🍷,0.76,-,a woman walking her dog in israel,israel; dog; poem; pen; poet; wrote; notes; written; annotated,0.724; 0.7142; 0.2716; 0.2694; 0.267; 0.2655; 0.2642; 0.2627; 0.2606,neutral,-
image537,Pair of Legs,@orange_sunset,"San Francisco, USA",museum hallway,33,Early morning in August,🍝,0.98,-,a pair of legs in the shape of a bathtub,bathtub; pair; shape; legs; basin; toilet; instrument; font; chair; capital; handles; helmet,0.7686; 0.7381; 0.7367; 0.7037; 0.2977; 0.2907; 0.2865; 0.2862; 0.2843; 0.2807; 0.2795; 0.2767,mysterious,-
image538,Word “Reflection”,@cyan_sky,"Dead Sea, Israel",secluded garden,23,The day the power went out,-,0.99,-,"the word 'reflection' and the words 'mirror', 'self', and",word; reflection; metabolism; poem; algebra; schema; spell; letter; pen; language,0.6936; 0.6891; 0.2756; 0.2752; 0.2743; 0.273; 0.271; 0.2708; 0.2699; 0.2699,mysterious,-
image539,Words with Space Between,@outside_in,"Goa, India",by the fireplace,13,Early morning in August,🌙,0.68,-,the words put space between things,space; things; phrases; thumbs; stickers; labels; instructions; ways; fingers,0.7139; 0.2868; 0.286; 0.2818; 0.2749; 0.2743; 0.2741; 0.2733; 0.2715,mysterious,-
image54,Man Lying on Grass,@cryptic_message,"Takayama, Japan",kitchen table,11,The festival weekend,-,0.7,-,a man lying in the grass with his feet up,grass; feet; defence; defense; animation; thumbnail; orange; defend; barrier; rendering,0.7351; 0.7285; 0.265; 0.2607; 0.2587; 0.257; 0.2569; 0.2548; 0.251; 0.2496,warm,-
image540,Lizard on Calendar,@gray_wolf,"Takayama, Japan",bar counter,9,15/05/23,🍷,0.88,-,a of a lizard on a calendar,lizard; calendar; annotated; letter; instructor; note; pilot; inspector; pen,0.7525; 0.7309; 0.2597; 0.257; 0.2554; 0.2554; 0.2549; 0.2523; 0.2522,serene,-
image541,Three Skeletons,@brown_bear,"Jerusalem, Israel",museum hallway,33,The week before moving out,☀️,0.64,-,a of three skeletons on a of,skeletons; anatomy; dos; mechanics; bodies; notes; scanned; deaths; parts,0.7911; 0.2706; 0.2641; 0.2641; 0.2627; 0.2615; 0.2614; 0.2602; 0.2598,serene,-
